"senator_name","State","description","amount","Total Expenses","Number of Expenses","St.Abrv","Party"
"BOB CORKER","Tennessee","TRAINING/CONFERENCE/REGISTRATION FEES",250,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","CHIEF OF STAFF",84729.48,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","PURCHASED SOFTWARE (EXPENDABLE)",35.98,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","CONSTITUENT PERSONNEL",230661.96,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","LEGISLATIVE CORRESPONDENT",94788.74,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","SCHEDULER",66999.96,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","COUNSEL",42638.85,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","PER DIEM",33389.19,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","DIRECTORS",309892.82,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","PHOTO STUDIO CERTIFICATION",3147.45,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","EXT DEV SOFTWARE (EXPENDABLE)",120,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","FEES AND OTHER CHARGES",318.6,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","INTERNS",1233.32,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","SYSTEMS ADMINISTRATOR",9605.54,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","INCIDENTALS",3319.24,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","OUTREACH COORDINATOR AND FIELD REPRESENTATIVE",24049.95,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","PRESS SECRETARIES",47500,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","SENIOR PERSONNEL",38149.92,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","STAFF TRANSPORTATION",68116.11,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","SENATOR TRANSPORTATION",27310.55,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","RECORDING STUDIO CERTIFICATION",31,1274591.72,807,"TN","R"
"BOB CORKER","Tennessee","PURCHASED EQUIPMENT (EXPENDABLE)",697.91,1274591.72,807,"TN","R"
"BRIAN SCHATZ","Hawaii","ADMINISTRATIVE PERSONNEL",81355.32,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","RECORDING STUDIO CERTIFICATION",37,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","ADVISORS",102074.91,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","SCHEDULER",33153.48,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","APPROPRIATIONS ADVISER",43749.96,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","ASSISTANTS",354119.52,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","SENIOR PERSONNEL",55549.92,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","INCIDENTALS",2919,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","STAFF TRANSPORTATION",53568.06,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","CHIEF OF STAFF",152904.48,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","TRAINING/CONFERENCE/REGISTRATION FEES",13550,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","COMMUNITY AFFAIRS REPRESENTATIVE",66306.96,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","COUNSEL",114256.44,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","PURCHASED SOFTWARE (EXPENDABLE)",20,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","DIRECTORS",173541.63,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","PER DIEM",38742.53,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","FEES AND OTHER CHARGES",90,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","PHOTO STUDIO CERTIFICATION",13.3,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","FIELD REPRESENTATIVE",39276.24,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","PRESS SECRETARIES",37233.96,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","PURCHASED EQUIPMENT (EXPENDABLE)",2164.9,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","OPERATIONS AND SPECIAL PROJECTS MANAGER",35349.96,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","INTERNS",26145.56,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","LEGISLATIVE CORRESPONDENT",115964.3,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","SENATOR TRANSPORTATION",21975.33,1590383.68,222,"HI","D"
"BRIAN SCHATZ","Hawaii","OUTREACH LIAISON",26320.92,1590383.68,222,"HI","D"
"CARL LEVIN","Michigan","FEES AND OTHER CHARGES",846.35,846.35,2,"MI","D"
"CHARLES E. GRASSLEY","Iowa","ADMINISTRATIVE PERSONNEL",56456.6,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","DIRECTORS",321309.99,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","STAFF TRANSPORTATION",23340.94,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","ASSISTANTS",242842.13,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","STAFF WRITER",28193.66,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","INCIDENTALS",32,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","PROFESSIONAL STAFF MEMBER",17397.16,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","CHIEF OF STAFF",84729.48,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","VETERANS FELLOW",2233.33,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","COMMUNICATIONS MANAGER AND SENIOR PERSONNEL",63206,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","CONSTITUENT PERSONNEL",193372.97,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","PHOTO STUDIO CERTIFICATION",70.3,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","COUNSEL",41087.3,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","PER DIEM",4846.77,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","SENATOR TRANSPORTATION",11259.69,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","RECORDING STUDIO CERTIFICATION",898.3,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","INTERNS",20180,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","PRESS SECRETARIES",23161.63,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","LEGISLATIVE CORRESPONDENT",102392.87,1237469.19,377,"IA","R"
"CHARLES E. GRASSLEY","Iowa","PURCHASED EQUIPMENT (EXPENDABLE)",458.07,1237469.19,377,"IA","R"
"CHARLES E. SCHUMER","New York","ADMINISTRATIVE PERSONNEL",48333.3,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","PHOTO STUDIO CERTIFICATION",28.5,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","ASSISTANTS",331078.21,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","STATE SCHEDULER",33948.95,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","CHIEF OF STAFF",125461.2,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","PURCHASED EQUIPMENT (EXPENDABLE)",1196.99,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","CONSTITUENT PERSONNEL",82386.53,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","LEGISLATIVE AIDE",65642.09,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","DEPUTY STATE SCHEDULER",21861.06,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","COUNSEL",175749.81,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","SENATOR TRANSPORTATION",183116.28,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","FEES AND OTHER CHARGES",1720,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","RECORDING STUDIO CERTIFICATION",1794,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","DIRECTORS",704771.39,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","STAFF TRANSPORTATION",31278.02,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","REGIONAL REPRESENTATIVE",42083.32,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","INCIDENTALS",64.54,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","LEGISLATIVE CORRESPONDENT",73330.56,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","PER DIEM",7862.04,2103018.24,396,"NY","D"
"CHARLES E. SCHUMER","New York","PRESS SECRETARIES",171311.45,2103018.24,396,"NY","D"
"CHRIS MURPHY","Connecticut","ADMINISTRATIVE PERSONNEL",63327.42,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","ASSISTANTS",346710.64,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","SOCIAL MEDIA COORDINATOR",27725,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","CASE WORKERS",32774.96,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","CHIEF OF STAFF",82999.92,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","JUNIOR CASE WORKERS",43949.92,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","LEGISLATIVE AIDE",47557.4,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","CORRESPONDENCE MANAGER",19165,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","LEGISLATIVE CORRESPONDENT",43351.55,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","COUNSEL",28333.28,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","FEES AND OTHER CHARGES",1585,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","DIRECTORS",360995.96,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","PER DIEM",7348.03,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","EXT DEV SOFTWARE (EXPENDABLE)",2700,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","PURCHASED EQUIPMENT (EXPENDABLE)",12382.89,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","SENIOR PERSONNEL",118307.66,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","INCIDENTALS",726.51,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","SPECIAL INITIATIVES COORDINATOR",15150,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","SENATOR TRANSPORTATION",10379.77,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","PHOTO STUDIO CERTIFICATION",9.9,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","SCHEDULER",40375,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","RECORDING STUDIO CERTIFICATION",311.3,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","STAFF TRANSPORTATION",33423.85,1396330.11,381,"CT","D"
"CHRIS MURPHY","Connecticut","PRESS SECRETARIES",56739.15,1396330.11,381,"CT","D"
"CHRISTOPHER A. COONS","Delaware","ADMINISTRATIVE PERSONNEL",33499.92,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","DEPUTY STATE SCHEDULER",19249.98,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","ADVISORS",100034.25,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","STAFF TRANSPORTATION",35001.53,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","ASSISTANTS",222513.41,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","STATE SCHEDULER",25999.92,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","CHIEF OF STAFF",84562.44,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","TRAINING/CONFERENCE/REGISTRATION FEES",50,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","CONSTITUENT PERSONNEL",104474.88,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","RECORDING STUDIO CERTIFICATION",178.4,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","COUNSEL",76099.95,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","LEGISLATIVE CORRESPONDENT",48557.09,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","DEFENSE POLICY FELLOW",19082.18,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","ECON FELLOW",17419.92,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","PER DIEM",3910.32,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","DIRECTORS",233749.68,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","PHOTO STUDIO CERTIFICATION",32.3,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","INCIDENTALS",320.02,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","ENERGY AND ENVIRONMENT FELLOW",4600,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","EXT DEV SOFTWARE (EXPENDABLE)",46.98,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","FELLOW",3850,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","SENATOR TRANSPORTATION",1583.77,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","PURCHASED EQUIPMENT (EXPENDABLE)",1297.73,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","LEGISLATIVE AIDE",29987.56,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","SCHEDULER",21408.76,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","SPEECH WRITER",22305.49,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","SYSTEMS ADMINISTRATOR",36249.96,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","SENIOR PERSONNEL",234849.02,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","PROJECT LEADER",34999.92,1445965.3,336,"DE","D"
"CHRISTOPHER A. COONS","Delaware","PRESS SECRETARIES",30049.92,1445965.3,336,"DE","D"
"CLAIRE MCCASKILL","Missouri","ADMINISTRATIVE PERSONNEL",48750,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","FEES AND OTHER CHARGES",21,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","ASSISTANTS",280257.93,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","SYSTEMS AND MAIL ADMINISTRATOR",24999.96,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","CHIEF OF STAFF",152749.8,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","PURCHASED EQUIPMENT (EXPENDABLE)",13.98,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","NEW MEDIA COORDINATOR",30000,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","CONSTITUENT PERSONNEL",123307.28,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","RECORDING STUDIO CERTIFICATION",264.95,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","COUNSEL",139999.8,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","STAFF TRANSPORTATION",32687.92,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","DIRECTORS",351015.26,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","PRESS SECRETARIES",31249.92,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","PHOTO STUDIO CERTIFICATION",457.9,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","FIELD REPRESENTATIVE",89949.59,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","LEGISLATIVE CORRESPONDENT",38198.4,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","INCIDENTALS",317.34,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","PER DIEM",8782.45,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","PURCHASED SOFTWARE (EXPENDABLE)",650.72,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","POLICY AIDE",62824.08,1423638.89,398,"MO","D"
"CLAIRE MCCASKILL","Missouri","SENATOR TRANSPORTATION",7140.61,1423638.89,398,"MO","D"
"CORY BOOKER","New Jersey","ADMINISTRATIVE PERSONNEL",74249.96,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","OUTREACH COORDINATOR",25932.4,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","ADVISORS",12241.44,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","DIRECTORS",244967.82,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","ASSISTANTS",335441.9,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","SENIOR PERSONNEL",39250,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","CHIEF OF STAFF",215274.8,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","PRESS AIDE",23367,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","STAFF TRANSPORTATION",18439.37,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","COMMUNITY AND CONTENT COORDINATOR",12174.95,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","CONSTITUENT PERSONNEL",160669.68,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","SYSTEMS ADMINISTRATOR",28180.72,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","CORRESPONDENCE MANAGER",33603,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","COUNSEL",77199.88,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","RECORDING STUDIO CERTIFICATION",80,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","DEPUTY SCHEDULER",29502.4,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","SENATOR TRANSPORTATION",4174,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","PHOTO STUDIO CERTIFICATION",7.4,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","PRESS SECRETARIES",73071.64,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","FEES AND OTHER CHARGES",80,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","LEGISLATIVE CORRESPONDENT",99771.16,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","INCIDENTALS",1.4,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","STATE SCHEDULER",25499.92,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","PROJECT SPECIALIST",88569,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","PER DIEM",3498.58,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","PROJECTS SPECIALIST",56924.84,1686298.24,268,"NJ","D"
"CORY BOOKER","New Jersey","POLICY FELLOW",4124.98,1686298.24,268,"NJ","D"
"CORY GARDNER","Colorado","ADMINISTRATIVE PERSONNEL",49999.92,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","ADVISORS",48708.26,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","ASSISTANTS",128291.54,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","SENIOR PERSONNEL",42499.92,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","CASE WORKERS",18686.05,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","CHIEF OF STAFF",169458.96,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","PRESS SECRETARIES",21494.39,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","COLORADO SCHEDULER",18166.6,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","TRAINING/CONFERENCE/REGISTRATION FEES",4306.92,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","CONSTITUENT PERSONNEL",24000,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","INTERNS",19916.65,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","RECORDING STUDIO CERTIFICATION",1078.4,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","COUNSEL",29986.05,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","LEGISLATIVE CORRESPONDENT",47638.78,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","DIRECTORS",388716.1,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","SENATOR TRANSPORTATION",10349.27,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","DISTRICT REPRESENTATIVE",121499.88,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","EQUIPMENT/VEHICLE MAINTENANCE & REPAIR",594.47,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","FEES AND OTHER CHARGES",30,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","STAFF TRANSPORTATION",50813.44,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","INCIDENTALS",1609.37,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","PURCHASED EQUIPMENT (EXPENDABLE)",899.88,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","PER DIEM",15866.88,1214680.13,664,"CO","R"
"CORY GARDNER","Colorado","PHOTO STUDIO CERTIFICATION",68.4,1214680.13,664,"CO","R"
"DAN SULLIVAN","Alaska","CONSTITUENT PERSONNEL",110791.59,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","DIRECTORS",415284.01,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","INTERNS",1058.33,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","EXT DEV SOFTWARE (EXPENDABLE)",13000,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","LEGISLATIVE CORRESPONDENT",66022.09,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","EQUIPMENT/VEHICLE MAINTENANCE & REPAIR",3361.98,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","PER DIEM",13864.14,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","CERTIFIED PURCHASED EQUIPMENT",192,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","INCIDENTALS",595.03,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","PRESS SECRETARIES",60892.74,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","PURCHASED EQUIPMENT (EXPENDABLE)",4676.47,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","ASSISTANTS",247781.11,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","RECORDING STUDIO CERTIFICATION",244,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","DELEGATION REPRESENTATIVE",21126.96,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","SENATOR TRANSPORTATION",14238.74,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","COUNSEL",40249.98,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","SENIOR PERSONNEL",45749.93,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","SPEECHWRITER/SENIOR PERSONNEL",64500,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","STAFF TRANSPORTATION",41093.14,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","PHOTO STUDIO CERTIFICATION",658.7,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","CASE WORKERS",43062.42,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","TRAINING/CONFERENCE/REGISTRATION FEES",15,1436231.14,162,"AL","R"
"DAN SULLIVAN","Alaska","CHIEF OF STAFF",227772.78,1436231.14,162,"AL","R"
"DANIEL R. COATS","Indiana","ADMINISTRATIVE PERSONNEL",86587.44,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","STATE SCHEDULER",35704.52,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","ASSISTANTS",202126.56,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","SYSTEMS ADMINISTRATOR",20875,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","TRAINING/CONFERENCE/REGISTRATION FEES",15,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","CHIEF OF STAFF",84729.48,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","RECORDING STUDIO CERTIFICATION",100,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","CONSTITUENT PERSONNEL",85204.92,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","COUNSEL",76949.88,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","SENATOR TRANSPORTATION",12030.81,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","LEGISLATIVE CORRESPONDENT",67019.26,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","SENIOR PERSONNEL",35278.92,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","DIRECTORS",350026.5,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","PER DIEM",8000.77,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","EXT DEV SOFTWARE (EXPENDABLE)",1044,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","FEES AND OTHER CHARGES",150,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","PHOTO STUDIO CERTIFICATION",155.7,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","INCIDENTALS",12.6,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","PRESS SECRETARIES",16475.98,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","LEGISLATIVE AIDE",19999.92,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","SCHEDULER",16177.73,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","MAIL MANAGER",28333.32,1184405.01,726,"IN","R"
"DANIEL R. COATS","Indiana","STAFF TRANSPORTATION",37406.7,1184405.01,726,"IN","R"
"DAVID PERDUE","Georgia","FEES AND OTHER CHARGES",54,1179522.73,329,"GA","R"
"DAVID PERDUE","Georgia","CONSTITUENT PERSONNEL",106964.67,1179522.73,329,"GA","R"
"DAVID PERDUE","Georgia","DEPUTY SCHEDULER",24583.3,1179522.73,329,"GA","R"
"DAVID PERDUE","Georgia","ADVISORS",7500,1179522.73,329,"GA","R"
"DAVID PERDUE","Georgia","PHOTO STUDIO CERTIFICATION",706.3,1179522.73,329,"GA","R"
"DAVID PERDUE","Georgia","EXT DEV SOFTWARE (EXPENDABLE)",13500,1179522.73,329,"GA","R"
"DAVID PERDUE","Georgia","OUTREACH COORDINATOR",6261.09,1179522.73,329,"GA","R"
